"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Wind Speed
"(191, 102)","(205, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(139, 97)",9.8 km/h
"(191, 102)","(205, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(205, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(205, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(205, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(205, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(205, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(205, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(205, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(181, 106)","(191, 102)","(205, 107)","(212, 125)","(201, 133)","(188, 128)","(196, 117)",9.8 km/h
"(181, 106)","(191, 102)","(205, 107)","(212, 125)","(201, 133)","(188, 128)","(196, 117)",9.8 km/h
"(181, 106)","(191, 102)","(205, 107)","(212, 125)","(201, 133)","(188, 128)","(196, 117)",9.8 km/h
"(181, 106)","(191, 102)","(205, 107)","(212, 125)","(201, 133)","(188, 128)","(196, 117)",9.8 km/h
"(191, 102)","(205, 107)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(191, 102)","(207, 109)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(207, 109)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(207, 109)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(207, 109)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(207, 109)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(207, 109)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(207, 109)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(207, 109)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(207, 109)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(207, 109)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(181, 106)","(191, 102)","(210, 112)","(212, 125)","(201, 133)","(188, 128)","(196, 117)",9.8 km/h
"(181, 106)","(191, 102)","(210, 112)","(212, 125)","(201, 133)","(188, 128)","(196, 117)",9.8 km/h
"(191, 102)","(207, 109)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(204, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(204, 107)","(213, 124)","(202, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(207, 106)","(195, 100)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 123)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 123)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 123)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 123)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 123)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 123)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 123)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 123)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 123)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 123)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 123)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 123)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 107)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 107)","(159, 91)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(162, 106)","(159, 91)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(162, 106)","(159, 91)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(214, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(120, 106)","(146, 119)","(161, 106)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(134, 79)","(152, 86)","(159, 105)","(146, 116)","(120, 100)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(203, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(203, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(203, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(203, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(203, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(179, 104)","(186, 130)","(203, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(203, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(203, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(203, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(213, 124)","(202, 133)","(188, 128)","(179, 111)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(213, 124)","(202, 133)","(188, 128)","(179, 111)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(134, 76)","(116, 89)","(123, 109)","(146, 119)","(162, 105)","(159, 91)","(139, 97)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(134, 76)","(116, 89)","(123, 109)","(146, 119)","(162, 105)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(133, 77)","(116, 89)","(123, 109)","(146, 119)","(161, 107)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(203, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(133, 77)","(116, 89)","(123, 109)","(146, 119)","(162, 105)","(159, 91)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(203, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(203, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(203, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(191, 102)","(204, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(204, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(204, 107)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(209, 111)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(135, 79)","(151, 85)","(159, 105)","(146, 116)","(120, 100)","(120, 88)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(134, 76)","(116, 89)","(123, 109)","(146, 119)","(161, 107)","(159, 90)","(139, 97)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(134, 76)","(116, 89)","(123, 109)","(146, 119)","(161, 107)","(159, 90)","(139, 97)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(134, 76)","(116, 89)","(123, 109)","(146, 119)","(161, 107)","(159, 90)","(139, 97)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(134, 76)","(116, 89)","(123, 109)","(146, 119)","(162, 106)","(159, 90)","(139, 97)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(134, 76)","(116, 89)","(123, 109)","(146, 119)","(162, 106)","(159, 90)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(134, 76)","(116, 89)","(123, 109)","(146, 119)","(161, 107)","(159, 90)","(139, 97)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(134, 76)","(116, 89)","(123, 109)","(146, 119)","(161, 107)","(159, 90)","(139, 97)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(134, 76)","(116, 89)","(123, 109)","(146, 119)","(161, 107)","(159, 90)","(139, 97)",9.8 km/h
"(192, 102)","(206, 108)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(139, 97)",9.8 km/h
"(192, 102)","(206, 108)","(213, 124)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(139, 97)",9.8 km/h
"(192, 102)","(206, 108)","(213, 124)","(202, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(192, 102)","(206, 108)","(213, 124)","(202, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(192, 102)","(206, 108)","(213, 124)","(202, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(192, 102)","(206, 108)","(213, 124)","(202, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(192, 102)","(206, 108)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(192, 102)","(206, 108)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 109)","(196, 103)","(210, 112)","(213, 124)","(199, 133)","(184, 124)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(216, 125)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(216, 125)","(211, 109)","(198, 101)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(216, 125)","(211, 109)","(198, 101)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
